customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01293,Male,0,No,No,60,Yes,No,Fiber optic,No,No,Month-to-month,No,Credit card (automatic),108.09,6490.66,No
CUST-01294,Female,0,No,Yes,7,Yes,Yes,DSL,No,No,Two year,No,Bank transfer (automatic),100.57,730.64,No
CUST-01295,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,Electronic check,80.25,470.33,No
CUST-01296,Male,0,Yes,Yes,45,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Credit card (automatic),49.58,2272.75,No
CUST-01297,Male,0,No,No,58,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Credit card (automatic),108.82,6338.13,No
CUST-01298,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,One year,No,Electronic check,104.06,3263.56,No
CUST-01299,Female,0,No,Yes,23,Yes,No,DSL,No,Yes,Month-to-month,No,Electronic check,67.29,1560.24,No
CUST-01300,Female,0,No,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,Electronic check,23.91,956.95,No
CUST-01301,Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card (automatic),83.85,911.02,Yes
CUST-01302,Female,0,Yes,No,32,Yes,Yes,DSL,No,No,Month-to-month,No,Electronic check,25.06,807.05,Yes
CUST-01303,Male,0,Yes,Yes,53,Yes,Yes,DSL,No,No,Two year,Yes,Credit card (automatic),112.63,5922.09,No
CUST-01304,Male,0,No,Yes,30,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),116.16,3428.4,No
CUST-01305,Female,0,Yes,Yes,39,Yes,No,DSL,No,No,Month-to-month,Yes,Credit card (automatic),38.95,1473.16,Yes
CUST-01306,Female,0,No,No,31,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,87.64,2655.2,No
CUST-01307,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),29.23,91.9,No
CUST-01308,Male,0,No,Yes,12,Yes,No,DSL,No,Yes,Two year,No,Credit card (automatic),92.95,1106.64,No
CUST-01309,Female,0,Yes,No,39,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Credit card (automatic),54.73,2173.27,No
CUST-01310,Female,0,Yes,Yes,66,No,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,88.11,5873.73,No
CUST-01311,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,57.29,790.31,No
CUST-01312,Male,0,No,Yes,46,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.56,1621.46,No
CUST-01313,Female,0,Yes,Yes,27,Yes,No,DSL,No,Yes,One year,No,Bank transfer (automatic),60.61,1650.85,No
CUST-01314,Female,0,Yes,No,17,Yes,Yes,DSL,Yes,Yes,One year,No,Bank transfer (automatic),31.27,522.07,No
CUST-01315,Male,0,No,Yes,60,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Electronic check,77.69,4655.22,No
CUST-01316,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer (automatic),24.1,1571.62,No
CUST-01317,Female,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,One year,No,Mailed check,72.73,2497.48,No
CUST-01318,Female,0,Yes,No,70,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,108.64,7602.11,No
CUST-01319,Female,0,Yes,No,30,Yes,No,DSL,Yes,Yes,Two year,No,Electronic check,103.79,3076.56,No
CUST-01320,Male,0,Yes,No,71,No,No phone service,No,No internet service,No internet service,Two year,Yes,Mailed check,108.28,7746.53,No
CUST-01321,Female,0,No,Yes,63,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,112.2,7104.45,Yes
CUST-01322,Male,0,No,Yes,28,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),30.45,959.47,No
CUST-01323,Female,1,No,Yes,60,Yes,No,DSL,Yes,No,One year,No,Bank transfer (automatic),32.87,1934.31,No
CUST-01324,Male,1,No,Yes,37,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,75.7,2768.38,No
CUST-01325,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),109.4,2409.68,Yes
CUST-01326,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),117.43,7948.97,No
CUST-01327,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,Mailed check,24.63,519.48,No
CUST-01328,Male,0,No,Yes,68,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Bank transfer (automatic),55.58,3776.89,Yes
CUST-01329,Male,0,No,No,64,Yes,No,DSL,Yes,No,Month-to-month,No,Bank transfer (automatic),41.29,2618.13,No
CUST-01330,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,95.6,1679.58,No
CUST-01331,Male,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,84.02,915.76,No
CUST-01332,Female,1,Yes,No,22,No,No phone service,DSL,Yes,Yes,Month-to-month,Yes,Credit card (automatic),31.99,730.89,Yes
CUST-01333,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,68.35,1134.39,No
CUST-01334,Male,0,No,Yes,10,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,Credit card (automatic),88.54,926.24,No
CUST-01335,Female,1,No,No,65,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Mailed check,97.9,6416.31,Yes
CUST-01336,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,Two year,No,Mailed check,22.01,370.4,No
CUST-01337,Female,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,Two year,Yes,Bank transfer (automatic),109.05,5441.92,No
CUST-01338,Male,0,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,76.93,1079.93,No
CUST-01339,Male,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,101.19,6358.27,No
CUST-01340,Female,0,No,Yes,47,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,100.79,4748.52,No
CUST-01341,Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.99,1104.31,Yes
CUST-01342,Female,0,No,Yes,36,Yes,No,DSL,No,No,Two year,No,Mailed check,31.02,1056.43,No
CUST-01343,Female,0,No,Yes,52,Yes,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,92.13,4758.24,No
CUST-01344,Male,0,No,Yes,7,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Credit card (automatic),35.64,208.31,No
CUST-01345,Male,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Electronic check,104.99,3016.17,No
CUST-01346,Female,1,Yes,No,11,Yes,No,DSL,No,Yes,Month-to-month,Yes,Credit card (automatic),92.62,1028.08,Yes
CUST-01347,Female,0,No,No,33,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,104.18,3487.0,No
CUST-01348,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,49.9,295.51,Yes
CUST-01349,Female,0,No,Yes,32,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,51.66,1708.26,Yes
CUST-01350,Male,0,No,Yes,51,No,No phone service,Fiber optic,No,Yes,Month-to-month,No,Credit card (automatic),87.12,4390.82,No
CUST-01351,Female,0,Yes,Yes,58,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card (automatic),23.14,1349.76,No
CUST-01352,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,Yes,Two year,No,Mailed check,92.65,2514.23,No
CUST-01353,Female,1,No,Yes,46,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,103.58,4685.15,No
CUST-01354,Female,1,No,No,29,Yes,No,DSL,No,No,One year,No,Bank transfer (automatic),61.52,1702.64,No
CUST-01355,Male,1,Yes,Yes,4,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),96.49,449.96,Yes
CUST-01356,Female,0,Yes,No,13,Yes,Yes,DSL,Yes,Yes,Two year,No,Electronic check,37.46,498.01,No
CUST-01357,Male,1,No,Yes,39,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,52.23,2006.89,Yes
CUST-01358,Female,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Credit card (automatic),117.43,1704.97,No
CUST-01359,Female,1,No,No,29,Yes,No,No,No internet service,No internet service,Two year,No,Mailed check,118.63,3438.47,No
CUST-01360,Male,1,No,No,29,Yes,No,DSL,No,Yes,Two year,No,Credit card (automatic),71.26,2073.22,No
CUST-01361,Female,1,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,One year,No,Electronic check,113.43,3636.69,No
CUST-01362,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,One year,No,Mailed check,72.27,87.57,No
CUST-01363,Female,0,No,Yes,47,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Bank transfer (automatic),49.16,2293.67,No
CUST-01364,Male,0,Yes,Yes,22,Yes,Yes,DSL,Yes,Yes,One year,Yes,Electronic check,46.69,998.78,No
CUST-01365,Female,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,Yes,One year,No,Mailed check,112.95,3081.97,No
CUST-01366,Female,0,Yes,No,67,Yes,No,DSL,No,No,Month-to-month,No,Bank transfer (automatic),37.24,2441.06,No
CUST-01367,Female,0,Yes,No,56,No,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,77.96,4369.56,No
CUST-01368,Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,Two year,Yes,Electronic check,75.55,1718.26,No
CUST-01369,Female,0,No,Yes,47,No,No phone service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,93.96,4358.68,Yes
CUST-01370,Male,0,Yes,Yes,59,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,69.92,4087.92,No
CUST-01371,Male,1,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer (automatic),47.23,278.69,No
CUST-01372,Male,0,Yes,No,19,Yes,No,DSL,No,No,One year,No,Credit card (automatic),36.94,554.75,No
CUST-01373,Female,0,No,No,57,Yes,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,82.08,4607.22,No
CUST-01374,Female,0,No,No,69,Yes,Yes,Fiber optic,Yes,No,One year,No,Electronic check,91.9,6356.63,No
CUST-01375,Female,0,No,No,3,Yes,No,DSL,Yes,No,Month-to-month,Yes,Credit card (automatic),76.95,222.07,No
CUST-01376,Male,0,Yes,Yes,1,No,No phone service,DSL,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.84,146.58,Yes
CUST-01377,Male,0,No,Yes,58,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Bank transfer (automatic),34.15,1968.79,No
CUST-01378,Male,1,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Credit card (automatic),108.25,4097.19,No
CUST-01379,Female,0,Yes,No,15,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,78.24,1138.46,No
CUST-01380,Female,0,No,No,34,Yes,No,Fiber optic,No,No,Month-to-month,No,Bank transfer (automatic),32.68,1093.98,No
CUST-01381,Male,0,No,No,61,Yes,Yes,DSL,Yes,No,Two year,No,Credit card (automatic),66.19,3977.01,No
CUST-01382,Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),104.48,3649.43,No
CUST-01383,Male,0,No,No,64,Yes,No,Fiber optic,No,No,Month-to-month,No,Mailed check,109.76,6976.08,Yes
CUST-01384,Male,0,Yes,Yes,25,Yes,No,DSL,No,Yes,Two year,No,Mailed check,46.46,1100.96,No
CUST-01385,Female,0,No,No,24,Yes,Yes,DSL,Yes,No,Month-to-month,No,Credit card (automatic),91.13,2155.15,No
CUST-01386,Male,0,Yes,Yes,12,Yes,Yes,DSL,No,No,Month-to-month,No,Electronic check,30.0,382.56,No
CUST-01387,Female,0,No,No,18,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Mailed check,23.35,427.41,Yes
CUST-01388,Female,0,No,Yes,15,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,76.04,1173.98,Yes
CUST-01389,Female,1,No,No,27,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),89.48,2369.8,Yes
CUST-01390,Female,0,Yes,No,60,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),99.58,5974.14,No
CUST-01391,Female,1,No,Yes,46,Yes,Yes,Fiber optic,No,No,One year,No,Mailed check,54.02,2570.01,No
CUST-01392,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Credit card (automatic),20.65,420.93,No
CUST-01393,Male,0,Yes,No,53,Yes,No,DSL,Yes,No,Month-to-month,No,Credit card (automatic),67.95,3537.62,No
CUST-01394,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Credit card (automatic),21.59,122.3,No
CUST-01395,Male,0,Yes,Yes,27,Yes,Yes,DSL,No,No,Two year,Yes,Credit card (automatic),29.2,873.27,No
CUST-01396,Male,0,Yes,No,46,Yes,No,DSL,No,No,Month-to-month,Yes,Credit card (automatic),52.67,2445.4,No
CUST-01397,Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),63.72,3176.46,No
CUST-01398,Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.95,3389.33,No
CUST-01399,Female,0,Yes,No,3,No,No phone service,DSL,No,Yes,Month-to-month,Yes,Credit card (automatic),78.19,245.94,Yes
CUST-01400,Male,1,Yes,No,64,No,No phone service,DSL,Yes,No,Month-to-month,Yes,Mailed check,25.53,1645.92,Yes
CUST-01401,Male,1,No,Yes,44,Yes,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,34.46,1489.58,No
CUST-01402,Female,0,No,Yes,53,Yes,No,DSL,Yes,No,One year,No,Bank transfer (automatic),89.53,4736.93,No
CUST-01403,Female,0,No,Yes,24,Yes,No,No,No internet service,No internet service,Two year,No,Mailed check,34.21,792.63,No
CUST-01404,Male,0,Yes,Yes,60,Yes,No,DSL,No,Yes,One year,No,Mailed check,83.98,5047.24,No
CUST-01405,Male,0,Yes,No,3,No,No phone service,Fiber optic,Yes,No,Two year,Yes,Mailed check,25.47,39.53,No
CUST-01406,Female,0,No,No,20,Yes,No,DSL,Yes,No,One year,Yes,Bank transfer (automatic),60.74,1151.41,No
CUST-01407,Female,0,No,Yes,46,Yes,No,Fiber optic,No,No,One year,Yes,Electronic check,37.74,1809.81,No
CUST-01408,Female,1,Yes,Yes,15,No,No phone service,Fiber optic,Yes,No,Month-to-month,No,Mailed check,30.96,460.92,Yes
CUST-01409,Female,0,No,Yes,25,Yes,No,Fiber optic,No,No,Month-to-month,No,Mailed check,76.7,2002.35,No
CUST-01410,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Mailed check,112.83,7914.32,No
CUST-01411,Female,0,No,Yes,17,Yes,No,No,No internet service,No internet service,Two year,No,Electronic check,25.48,360.69,No
CUST-01412,Female,0,Yes,No,9,Yes,No,DSL,No,Yes,Two year,No,Electronic check,62.16,582.78,No
CUST-01413,Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),90.75,3445.06,No
CUST-01414,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Credit card (automatic),66.27,3123.08,No
CUST-01415,Female,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,100.65,6095.82,No
CUST-01416,Male,1,No,Yes,63,Yes,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),37.96,2347.99,No
CUST-01417,Female,0,Yes,No,2,Yes,No,DSL,Yes,No,Two year,No,Electronic check,115.96,291.85,No
CUST-01418,Female,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),58.52,640.2,Yes
CUST-01419,Male,1,No,No,64,Yes,Yes,Fiber optic,No,No,Two year,Yes,Bank transfer (automatic),54.16,3412.74,No
CUST-01420,Female,0,No,No,21,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,107.46,2223.22,No
CUST-01421,Male,0,No,Yes,18,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Mailed check,76.39,1443.63,Yes
CUST-01422,Female,0,Yes,No,64,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Credit card (automatic),71.64,4570.07,No
CUST-01423,Male,1,Yes,No,38,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,92.7,3571.22,No
CUST-01424,Female,0,No,Yes,32,Yes,No,Fiber optic,No,Yes,Two year,Yes,Electronic check,77.98,2565.38,No
CUST-01425,Male,0,No,Yes,11,Yes,Yes,DSL,No,Yes,Two year,No,Credit card (automatic),36.25,394.73,No
CUST-01426,Male,0,No,Yes,45,Yes,No,Fiber optic,Yes,No,Two year,No,Credit card (automatic),87.42,3922.74,No
CUST-01427,Female,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Credit card (automatic),33.35,1080.3,Yes
CUST-01428,Female,0,No,Yes,41,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,100.59,4141.79,No
CUST-01429,Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,118.97,1027.06,No
CUST-01430,Male,1,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,57.74,573.79,No
CUST-01431,Male,0,Yes,No,51,No,No phone service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,64.48,3299.44,No
CUST-01432,Female,1,Yes,Yes,41,Yes,No,Fiber optic,Yes,No,Two year,No,Credit card (automatic),24.64,1019.03,No
CUST-01433,Male,0,No,Yes,17,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Credit card (automatic),21.37,273.08,No
CUST-01434,Male,0,Yes,No,46,Yes,Yes,DSL,Yes,Yes,One year,Yes,Bank transfer (automatic),112.14,5114.07,No
CUST-01435,Male,1,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Mailed check,32.86,1017.39,No
CUST-01436,Male,0,No,Yes,54,Yes,Yes,DSL,No,Yes,Two year,No,Credit card (automatic),64.58,3525.52,No
CUST-01437,Female,0,Yes,No,20,No,No phone service,No,No internet service,No internet service,Two year,No,Mailed check,101.54,2077.75,No
CUST-01438,Female,0,No,Yes,33,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,108.93,3500.92,No
CUST-01439,Male,0,No,Yes,40,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,71.94,2909.56,No
CUST-01440,Female,0,Yes,No,32,Yes,No,DSL,No,Yes,Month-to-month,Yes,Mailed check,76.5,2473.5,No
CUST-01441,Female,0,No,No,2,No,No phone service,Fiber optic,Yes,No,One year,Yes,Electronic check,86.97,202.86,No
CUST-01442,Male,0,No,Yes,33,Yes,No,DSL,No,No,Two year,Yes,Bank transfer (automatic),116.14,3840.26,No
CUST-01443,Male,0,No,Yes,30,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,80.27,2455.62,Yes
CUST-01444,Female,0,Yes,No,33,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,75.95,2564.93,Yes
CUST-01445,Female,0,No,No,26,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.45,476.01,No
CUST-01446,Male,0,No,Yes,22,No,No phone service,No,No internet service,No internet service,One year,No,Credit card (automatic),28.09,615.54,No
CUST-01447,Male,0,Yes,No,66,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,77.72,5116.8,No
CUST-01448,Male,0,Yes,Yes,38,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,Credit card (automatic),113.62,4288.92,No
CUST-01449,Male,1,No,Yes,46,Yes,No,Fiber optic,Yes,Yes,Two year,No,Electronic check,106.67,4884.09,No
CUST-01450,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),118.26,1783.24,No
CUST-01451,Female,0,Yes,No,44,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,72.78,3137.49,No
CUST-01452,Male,0,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.79,4874.24,No
CUST-01453,Male,0,Yes,No,61,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Bank transfer (automatic),104.04,6327.98,No
CUST-01454,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,84.8,5725.33,No
CUST-01455,Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Two year,Yes,Credit card (automatic),53.87,292.22,No
CUST-01456,Female,0,No,Yes,9,Yes,Yes,DSL,No,No,Two year,No,Credit card (automatic),67.0,569.29,No
CUST-01457,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,Month-to-month,No,Bank transfer (automatic),105.79,587.47,No
CUST-01458,Female,0,Yes,Yes,32,Yes,No,DSL,Yes,No,Two year,Yes,Bank transfer (automatic),49.85,1564.48,No
CUST-01459,Female,0,Yes,Yes,41,No,No phone service,Fiber optic,Yes,No,One year,No,Credit card (automatic),112.37,4567.1,No
CUST-01460,Female,0,No,Yes,8,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Credit card (automatic),42.98,365.58,No
CUST-01461,Female,0,No,No,50,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,94.95,4799.86,Yes
CUST-01462,Male,1,Yes,No,62,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Electronic check,83.06,5169.11,No
CUST-01463,Male,0,Yes,Yes,62,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Credit card (automatic),94.96,5883.65,No
CUST-01464,Male,0,No,No,7,Yes,No,DSL,Yes,No,Month-to-month,No,Mailed check,63.73,470.45,No
CUST-01465,Female,0,No,No,4,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),113.26,451.22,Yes
CUST-01466,Female,0,No,Yes,6,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Bank transfer (automatic),83.25,500.93,No
CUST-01467,Female,0,Yes,Yes,58,Yes,Yes,DSL,No,No,Two year,Yes,Bank transfer (automatic),48.83,2816.81,No
CUST-01468,Male,0,No,No,22,Yes,Yes,DSL,No,Yes,Month-to-month,No,Credit card (automatic),83.85,1886.53,No
CUST-01469,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,Yes,Two year,No,Electronic check,48.68,1137.38,No
CUST-01470,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,49.36,41.44,No
CUST-01471,Female,0,No,No,41,Yes,Yes,DSL,Yes,Yes,One year,No,Bank transfer (automatic),59.96,2509.72,No
CUST-01472,Male,1,Yes,Yes,60,Yes,No,DSL,Yes,No,Month-to-month,Yes,Mailed check,105.24,6304.57,No
CUST-01473,Female,0,Yes,No,14,No,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),70.03,1026.28,No
CUST-01474,Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,Bank transfer (automatic),87.89,1024.28,No
CUST-01475,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,Month-to-month,No,Bank transfer (automatic),59.2,794.11,No
CUST-01476,Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,Mailed check,46.36,595.85,No
CUST-01477,Female,0,No,No,25,Yes,Yes,DSL,No,No,Two year,No,Bank transfer (automatic),115.46,2908.97,No
CUST-01478,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Electronic check,80.36,3593.84,No
CUST-01479,Female,1,No,No,19,No,No phone service,No,No internet service,No internet service,Month-to-month,No,Mailed check,113.4,2109.74,Yes
CUST-01480,Female,0,No,Yes,55,Yes,No,No,No internet service,No internet service,Two year,Yes,Mailed check,40.34,2131.65,No
CUST-01481,Male,0,Yes,Yes,45,No,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,34.69,1600.34,No
CUST-01482,Male,0,Yes,No,8,No,No phone service,DSL,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.58,864.41,Yes
CUST-01483,Male,0,No,No,53,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,88.09,4673.45,No
CUST-01484,Female,1,No,No,55,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.66,2069.37,No
CUST-01485,Male,0,Yes,Yes,32,Yes,Yes,DSL,No,Yes,Month-to-month,No,Mailed check,46.94,1572.85,No
CUST-01486,Female,1,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Credit card (automatic),100.07,5108.86,No
CUST-01487,Female,0,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),65.39,2912.3,No
CUST-01488,Male,0,No,Yes,70,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Credit card (automatic),87.05,6093.35,Yes
CUST-01489,Female,1,Yes,No,18,Yes,No,Fiber optic,No,Yes,Two year,No,Electronic check,51.84,878.65,No
CUST-01490,Female,0,Yes,No,22,No,No phone service,Fiber optic,Yes,No,One year,No,Electronic check,58.12,1328.26,No
CUST-01491,Male,0,Yes,Yes,37,No,No phone service,DSL,Yes,No,Two year,No,Electronic check,119.07,4428.13,No
CUST-01492,Male,0,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,Mailed check,44.76,2497.49,No
CUST-01493,Female,0,No,Yes,59,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),70.65,4190.03,No
CUST-01494,Male,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),104.44,354.2,No
CUST-01495,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,Two year,Yes,Mailed check,43.92,1262.77,No
CUST-01496,Female,0,Yes,No,35,Yes,No,Fiber optic,No,No,One year,Yes,Bank transfer (automatic),61.52,2067.63,No
CUST-01497,Male,0,No,Yes,61,No,No phone service,DSL,No,Yes,Month-to-month,Yes,Credit card (automatic),81.51,4897.6,No
CUST-01498,Male,1,Yes,Yes,54,Yes,Yes,Fiber optic,No,No,One year,Yes,Electronic check,68.12,3715.12,No
CUST-01499,Female,0,No,No,63,Yes,No,Fiber optic,Yes,No,Two year,No,Electronic check,65.95,4120.04,No
CUST-01500,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,56.25,341.32,No
CUST-01501,Female,0,No,No,49,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,78.66,3872.95,No
